score_type,round,emp_var_sus,mean_sb_sq,theo_var_sus,ratio
sus_1,125,0.0025426479857966282,0.31385292537317977,0.002510823402985438,1.0126749586503574
sus_1,126,0.0025583450629797257,0.3139097025570483,0.0024913468456908595,1.02689236844109
sus_1,127,0.002530837610884623,0.31396543130101096,0.0024721687504016612,1.0237317377599848
sus_1,128,0.0025135249894602126,0.31402040155164423,0.0024532843871222206,1.0245550832403316
sus_1,129,0.0024717801578516647,0.3140769219653791,0.0024347048214370475,1.0152278568178683
sus_1,130,0.002469584186113274,0.31413279417024004,0.0024164061090018465,1.0220070943014599
sus_1,131,0.0024541780914362718,0.3141869805712294,0.002398373897490301,1.0232675122108215
sus_1,132,0.002452129815838874,0.31423989161080673,0.0023806052394758086,1.0300447025727013
sus_1,133,0.0024366903812301946,0.31429350413272916,0.0023631090536295426,1.0311375082278311
sus_1,134,0.0024484699736784703,0.3143472777984518,0.0023458752074511325,1.0437341107921978
sus_1,135,0.0024282759421414015,0.31439937999144635,0.002328884296232936,1.0426777947145058
sus_1,136,0.0024024873731571667,0.31445100192805325,0.002312139720059215,1.0390753432044486
sus_1,137,0.0023613326872655178,0.3145016371831341,0.0022956323881980593,1.028619695124196
sus_1,138,0.0023573310952272205,0.31455128966770596,0.0022793571715051157,1.034208734241776
sus_1,139,0.002351263594939862,0.31460177265514777,0.0022633221054327176,1.0388550482037249
sus_1,140,0.0022866062118552955,0.3146509090603206,0.0022475064932880044,1.0173969324155723
sus_1,141,0.0022755004628587294,0.31469863398244646,0.0022319052055492657,1.0195327548863058
sus_1,142,0.002257423984547025,0.3147459589370087,0.002216520837584568,1.018453761529727
sus_1,143,0.0022522668574943006,0.3147921994756119,0.002201344052277006,1.0231325971806275
sus_1,144,0.0022118216152472447,0.3148372868916295,0.0021863700478585383,1.0116410153961062
sus_1,145,0.0022124457792812922,0.3148803215072462,0.0021715884241879048,1.0188145021580997
sus_1,146,0.002189029007138778,0.31492260306612874,0.0021570041305899227,1.0148469240715348
sus_1,147,0.002174283274083861,0.31496536230918404,0.0021426215123073744,1.014777113734096
sus_1,148,0.002151650952971449,0.31500662515794053,0.0021284231429590577,1.0109131542236938
sus_1,149,0.0021410347508811693,0.3150462459772706,0.0021144043354179233,1.0125947601493082
sus_1,150,0.00212443175541321,0.3150851701824269,0.002100567801216179,1.0113607159850846
